	PD_whole_tree	chao1	observed_otus
121499.1247002	36.39748	1443.68421053	701.0
121500.1247250	6.51294	282.666666667	86.0
121501.1246321	12.59947	421.428571429	274.0
121502.1246527	18.47085	617.535714286	430.0
121503.1247118	24.56264	874.908045977	548.0
121952.1246340	18.61997	562.609756098	279.0
121952.1246685	7.53048	224.666666667	123.0
121953.1246966	18.7472	839.058823529	385.0
121953.1247287	6.7652	181.6875	117.0
121954.1247208	6.90511	175.0	119.0
121954.1247408	23.76271	969.030927835	525.0
121959.1246402	7.49347	231.375	150.0
121959.1247341	28.62102	1319.53012048	571.0
121968.1246353	6.86317	158.041666667	113.0
121968.1247455	24.84621	924.015625	406.0
121969.1247036	16.50409	502.65	227.0
121971.1246158	30.55794	1233.78571429	607.0
121976.1247220	21.08361	586.3125	301.0
121977.1246232	28.12942	1124.27631579	490.0
121978.1247445	24.95614	892.088235294	427.0
121979.1246433	25.43934	922.105263158	402.0
121980.1246352	31.69739	1292.21374046	680.0
121980.1247090	27.4502	1251.0	557.0
121981.1247080	8.89167	190.25	94.0
121982.1246173	17.00749	601.373333333	367.0
121983.1246348	30.85369	1356.7875	558.0
122001.1246615	29.64835	1431.06896552	599.0
122004.1246297	14.25002	480.666666667	249.0
122004.1246853	11.25388	393.0	168.0
122006.1246809	36.20572	1617.31896552	758.0
122007.1247027	19.25148	753.388888889	347.0
122009.1246667	10.31106	266.757575758	156.0
122009.1246683	6.19281	161.083333333	71.0
122010.1246652	16.56124	631.326086957	285.0
122010.1247187	15.52888	436.341463415	219.0
122011.1246363	25.38516	839.0	377.0
122032.1246450	23.41499	824.88	452.0
122033.1246288	4.47289	108.333333333	67.0
122034.1246359	21.79157	920.05	430.0
122034.1246771	16.26729	714.9	294.0
122037.1247454	17.86092	577.5625	233.0
122038.1247249	32.8923	1223.84615385	553.0
122039.1246202	20.94627	1082.14285714	395.0
122039.1247121	30.37974	1051.65822785	499.0
122049.1246753	17.7172	773.661290323	378.0
122050.1246161	17.10212	577.517857143	321.0
122053.1246378	5.09446	148.647058824	93.0
122053.1247029	34.98847	1326.8907563	663.0
122057.1246165	22.67532	971.514285714	445.0
122057.1246885	31.31342	1173.54878049	555.0
122058.1246184	32.98982	1327.08536585	595.0
122059.1246857	20.89574	778.368421053	371.0
122060.1246740	18.89212	744.666666667	346.0
122061.1246318	15.5443	756.666666667	289.0
122061.1247260	24.54947	975.494505495	515.0
122062.1247307	26.44424	782.246153846	415.0
122063.1246844	27.10922	1103.35	443.0
122072.1246419	21.31106	810.882352941	364.0
122074.1246793	24.95389	1037.3943662	439.0
122075.1246458	25.53576	1083.18987342	473.0
122076.1247261	12.66927	484.448275862	276.0
122077.1246131	16.71272	578.192307692	348.0
122078.1246162	18.45047	678.063829787	312.0
122079.1246313	8.52527	291.25	146.0
122096.1246993	14.22926	623.12	245.0
122096.1247400	18.49894	797.512195122	317.0
122097.1247067	25.69774	1110.37333333	480.0
122098.1246463	5.49233	171.5	89.0
122098.1247178	20.07975	895.328125	409.0
122099.1246768	17.96047	626.590163934	326.0
122099.1246903	5.38995	179.083333333	89.0
122100.1246447	16.07997	761.774193548	265.0
122100.1247161	19.45696	813.482758621	379.0
122101.1246391	24.38426	1043.23076923	438.0
122113.1246427	18.98044	769.542372881	350.0
122113.1246583	24.95371	1175.41891892	490.0
122115.1246871	19.6806	816.245283019	345.0
122115.1247226	25.44205	1332.53846154	554.0
122116.1246222	6.15432	183.125	97.0
122116.1246717	18.48108	698.333333333	316.0
122117.1246729	17.65504	782.833333333	304.0
122117.1247175	5.55573	178.555555556	93.0
122119.1247014	5.35603	114.0	66.0
122119.1247288	14.76367	480.222222222	264.0
122163.1246523	16.79142	655.142857143	319.0
122163.1246898	20.7103	1022.12765957	417.0
122164.1246355	25.5209	1060.3956044	510.0
122164.1246663	22.31228	1039.81333333	504.0
MGH100079.1246631	27.66091	972.127659574	600.0
MGH100525.1247317	10.01524	357.04	163.0
MGH100601.1247089	11.34827	391.157894737	141.0
MGH100601.1247258	1.04678	1.0	1.0
MGH100695.1246812	0.91729	1.0	1.0
MGH100695.1247456	9.64475	392.714285714	113.0
MGH100698.1246875	5.69306	129.909090909	66.0
MGH100748.1246798	10.31269	295.75	182.0
MGH100826.1246528	12.1112	457.139534884	253.0
MGH100896.1247293	6.03219	175.461538462	85.0
MGH100896.1247342	1.99554	15.0	5.0
MGH101003.1247243	17.03781	588.884057971	358.0
MGH101010.1246829	11.21286	408.75	168.0
MGH101089.1246332	17.43535	806.02173913	347.0
MGH101123.1246369	0.986	6.0	3.0
MGH101187.1247389	20.22553	730.037735849	347.0
MGH101249.1246536	7.65361	154.0	76.0
MGH101446.1246835	39.19949	1628.8503937	812.0
MGH101468.1246593	9.87478	290.833333333	169.0
MGH101614.1246411	15.57486	596.636363636	274.0
MGH101666.1246883	18.31788	753.019607843	339.0
MGH101725.1247251	10.59536	332.03030303	188.0
MGH101748.1247032	14.84916	599.032258065	219.0
MGH101763.1246575	17.32251	830.764705882	409.0
MGH102203.1247017	7.78657	259.909090909	88.0
MGH102228.1246744	25.20203	898.181818182	419.0
MGH102261.1246301	6.42943	252.142857143	70.0
MGH102271.1246470	12.32793	367.081081081	193.0
MGH102278.1246387	14.38246	588.0	231.0
MGH102386.1246679	18.62743	860.234042553	343.0
MGH102504.1247273	7.71062	221.029411765	150.0
MGH102701.1246596	6.35437	210.0	92.0
MGH102719.1247439	23.78229	1048.55319149	381.0
MGH102797.1246385	8.57486	191.142857143	104.0
MGH102894.1247205	9.8197	322.538461538	158.0
MGH102965.1246437	10.55193	316.0	164.0
MGH103029.1246825	7.0705	162.555555556	86.0
MGH103108.1246870	16.309	609.967741935	370.0
MGH103128.1246694	0.65428	3.0	2.0
MGH103446.1246319	22.48526	972.12195122	352.0
MGH103539.1246371	12.9621	365.714285714	220.0
MGH103547.1247433	17.53213	645.590909091	359.0
MGH103660.1247375	4.72117	103.1875	66.0
MGH103687.1246642	30.75477	977.548780488	508.0
MGH103728.1247463	13.59538	588.533333333	221.0
MGH103785.1247459	7.82436	308.272727273	146.0
MGH103891.1247371	5.78031	123.142857143	86.0
MGH103912.1247006	9.7272	284.285714286	130.0
MGH104031.1246987	16.86268	414.069767442	213.0
MGH104119.1246223	5.5565	97.5	54.0
MGH104316.1246666	9.43715	318.903225806	156.0
MGH104316.1246807	0.87876	1.0	1.0
MGH104413.1246703	7.9712	259.0	124.0
MGH104421.1247120	6.9097	157.6	63.0
MGH104519.1246177	9.64645	262.125	137.0
MGH104623.1246457	9.41727	373.875	155.0
MGH104671.1247313	2.72902	46.0	13.0
MGH104671.1247429	9.80282	345.333333333	146.0
MGH104690.1247235	13.09168	439.659574468	264.0
MGH104824.1247071	0.66985	1.0	1.0
MGH104824.1247230	4.02433	49.0	25.0
MGH104884.1246906	18.11978	786.227272727	311.0
MGH104945.1247409	7.63812	274.25	110.0
