	EM031.441732	EM032.441683	EM033.441685	EM034.441676	EM035.441593	EM036.441587	EM037.441737	EM038.441649	EM039.441743	EM040.441709	EM042.441674	EM043.441739	EM044.441601	EM046.441741	EM047.441722	EM047.T3.441645	EM049.441600	EM049.T3.441671	EM050.441672	EM052.441625	EM053.441738	EM053.T3.441688	EM054.441707	EM054.T3.441749	EM055.441603	EM055.T3.441626	EM056.441606	EM056.T3.441716	EM057.441605	EM057.T3.441589	EM058.441637	EM059.441715	EM059.T3.441604	EM060.441677	EM060.T3.441729	EM061.441673	EM062.441720	EM063.441621	EM063.T3.441695	EM064.441592	EM065.441667	EM065.T3.441614	EM066.441656	EM066.T3.441647	EM067.441615	EM068.441712	EM069.441700	EM070.441682	EM071.441747	EM071.T3.441734	EM072.441643	EM072.T3.441632	EM073.441594	EM073.T3.441721	EM074.441596	EM075.441644	EM076.441622	EM077.441646	EM077.T3.441639	EM078.441658	EM079.441724	EM080.441727	EM081.441618	EM082.441607	EM082.T3.441751	EM083.441666	EM083.T3.441744	EM084.441599	EM085.441675	EM086.441698	EM086.T3.441746	EM087.441726	EM088.441638	EM089.441742	EM089.T3.441624	EM090.441664	EM090.T3.441662	EM091.441686	EM092.441616	EM093.441602	EM093.T3.441670	EM094.441640	EM094.T3.441588	EM095.441717	EM095.T3.441590	EM096.441706	EM098.441733	EM098.T3.441740	EM099.441708	EM100.441714	EM100.T3.441627	EM101.441623	EM102.441633	EM103.441691	EM105.441629	EM106.441745	EM107.441620	EM108.441694	EM109.441669	EM110.441723	EM111.441634	EM112.441630	EM113.441619	EM114.441710	EM115.441641	EM116.441657	EM117.441609	EM118.441693	EM122.441699	EM123.441687	EM124.441697	EM125.441659	EM126.441679	EM129.441689	EM130.441701	EM131.441591	EM132.441696	EM133.441663	EM134.441735	EM135.441660	EM136.441650	EM137.441680	EM138.441753	EM139.441611	EM140.441608	EM141.441684	EM142.441711	EM144.441736	EM145.441690	EM146.441718	EM147.441617	EM148.441631	EM149.441655	EM150.441648	EM151.441595	EM152.441730	EM155.441678	EM156.441613	EM158.441731	EM159.441719	EM160.441703	EM162.441728	EM163.441642	EM165.441597	EM166.441748	EM167.441702	EM168.441668	EM169.441653	EM170.441651	EM173.441754	EM174.441652	EM178.441705	EM179.441612	EM180.441692	EM182.441681	EM183.441654	EM209.441665	EM222.441725	EMC01.441661	EMC02.441750	EMC03.441713	EMC04.441704	EMC05.441628	EMC06.441610	EMC07.441636	EMC08.441752	EMC09.441635
EM044.441601	0.43715216	0.43222172	0.38188731	0.46482876	0.39053038	0.36914087	0.45680195	0.24341481	0.37811706	0.47841105	0.41915172	0.37830779	0.0	0.42313992	0.65329483	0.44573875	0.34559736	0.37749037	0.56298949	0.27760753	0.41333562	0.73365601	0.49642637	0.48570487	0.34484899	0.32487785	0.31729047	0.36110516	0.35647772	0.63295287	0.3246639	0.42723853	0.49498376	0.45013126	0.31571096	0.37755422	0.2931856	0.38632292	0.34779095	0.29145273	0.40869981	0.39637581	0.36423661	0.27799972	0.44300773	0.58286033	0.57813334	0.35471943	0.31530066	0.45586539	0.35935111	0.44637399	0.48911548	0.43919011	0.36147784	0.32938434	0.56406078	0.33073919	0.33448986	0.34302228	0.4295812	0.38402597	0.46387812	0.72115455	0.63163678	0.46819069	0.48343968	0.41397186	0.32450043	0.30548628	0.30755187	0.36555731	0.44702424	0.2515422	0.36886811	0.40762574	0.41441543	0.4121049	0.27253452	0.25386943	0.33541157	0.45478807	0.39786539	0.41468493	0.32581858	0.41939446	0.53328596	0.42440355	0.33481147	0.44088284	0.39002361	0.33007041	0.3948001	0.34991659	0.41091934	0.39254478	0.53011204	0.34902056	0.29603359	0.42205773	0.49073248	0.58667914	0.38243338	0.58043317	0.49761768	0.4058088	0.51521207	0.51504259	0.37804736	0.45638238	0.44833447	0.38628226	0.52363599	0.3809271	0.45770196	0.49146422	0.62631848	0.4262904	0.33313454	0.47574178	0.56817488	0.60452174	0.35465626	0.50241284	0.47790182	0.47422379	0.40959658	0.33857555	0.31681335	0.37302361	0.73672287	0.44503838	0.31167209	0.44337724	0.33074513	0.38405932	0.43113543	0.2919963	0.43824492	0.36700864	0.33773056	0.34692842	0.32833776	0.44140378	0.41982587	0.40518406	0.34849073	0.43980394	0.45861825	0.40217668	0.54132265	0.28483738	0.62556987	0.35095259	0.5471645	0.37308847	0.61100491	0.34269332	0.32914097	0.30766412	0.29543386	0.35691111	0.44292133	0.39694834	0.36195785	0.35919411	0.40333479
EM046.441741	0.4789651	0.64109038	0.47884371	0.42664016	0.45042884	0.52622633	0.44439811	0.45022283	0.5091535	0.36868587	0.60427166	0.57321845	0.42313992	0.0	0.56773195	0.49605423	0.55612662	0.52538107	0.48280479	0.35747867	0.56033834	0.62243329	0.46499403	0.44281875	0.56826649	0.53801409	0.32267421	0.27266386	0.48173758	0.83228023	0.50742712	0.39545631	0.4061696	0.40959364	0.48857956	0.55174986	0.32152172	0.6130131	0.58045191	0.49610273	0.43207325	0.43558001	0.17838137	0.30505846	0.40986479	0.49603857	0.48619622	0.48771587	0.48832646	0.46656925	0.55322457	0.64265357	0.41814524	0.45675547	0.58056002	0.55738326	0.46882872	0.32381301	0.37408894	0.5293604	0.4928695	0.49376309	0.6787279	0.61552217	0.54475076	0.50260171	0.49078444	0.47166394	0.51705817	0.42923022	0.40176323	0.44810113	0.37334448	0.45231334	0.60081821	0.52176078	0.50618809	0.64981948	0.3491384	0.48616583	0.35407895	0.49789209	0.50895797	0.58891141	0.2851336	0.52911724	0.44969758	0.46937933	0.53976885	0.63360792	0.59790941	0.44624767	0.49066762	0.48539123	0.50034546	0.19996728	0.68791174	0.45805004	0.50417955	0.32601679	0.39457284	0.48999004	0.56761242	0.48116581	0.40856692	0.58629588	0.43764703	0.72085491	0.60649782	0.46238692	0.68188413	0.42262258	0.43415325	0.4409698	0.36197502	0.47035328	0.52515158	0.45084808	0.31883662	0.4297909	0.48585208	0.50637156	0.51955544	0.42783462	0.43005166	0.48779753	0.4781699	0.35315575	0.55245675	0.52422121	0.62540391	0.41257706	0.51269693	0.40061272	0.46663855	0.43928704	0.44330763	0.46888836	0.45739458	0.59627132	0.54615562	0.44467842	0.54602658	0.43451406	0.40072689	0.4509422	0.46676855	0.4333528	0.40414573	0.45276124	0.43934461	0.45233286	0.50748079	0.53770737	0.43386764	0.50039227	0.50647647	0.5095493	0.53735157	0.55047644	0.28885142	0.53551489	0.62631809	0.63095472	0.52022109	0.35998455	0.61658575
EM047.441722	0.50300213	0.77276463	0.52730332	0.42340361	0.44942285	0.5534681	0.40564782	0.65153522	0.58029423	0.50943052	0.67817919	0.7012993	0.65329483	0.56773195	0.0	0.51486922	0.58310485	0.54331654	0.46809596	0.56139892	0.61302797	0.37014894	0.50429172	0.45882262	0.70367988	0.66491428	0.53203392	0.58040849	0.48583937	1.01393612	0.55207175	0.36641912	0.29708701	0.43786603	0.54603643	0.58638059	0.58432421	0.66088189	0.62504582	0.58517182	0.45855838	0.44049642	0.57093552	0.61699575	0.46514996	0.2730882	0.27852579	0.4769113	0.68967457	0.48634602	0.71535338	0.8494014	0.43804605	0.48887706	0.81157873	0.63264303	0.49820257	0.56090364	0.54008703	0.60944413	0.49767449	0.54307996	0.87163505	0.392319	0.43366745	0.59480374	0.59384055	0.49742445	0.62504038	0.59387203	0.59054738	0.48361598	0.43755959	0.59748985	0.71198352	0.56868647	0.52407564	0.74493297	0.68738619	0.6028564	0.5054691	0.52665648	0.54945812	0.7764837	0.55527313	0.56839191	0.33586911	0.44397976	0.60752148	0.78800075	0.75157194	0.61585034	0.48575069	0.5028771	0.49657229	0.55403775	0.90810619	0.53261851	0.6359003	0.42191344	0.35816703	0.34334647	0.58802897	0.37862064	0.33021939	0.64028801	0.32766994	0.88518724	0.68119941	0.51727429	0.77728988	0.41505133	0.47776832	0.48215197	0.43390663	0.50554701	0.35920439	0.41582445	0.53840839	0.39603069	0.32363845	0.27192145	0.57352187	0.30485853	0.46135813	0.55301422	0.45252155	0.52733238	0.5786523	0.56590654	0.35565584	0.38131923	0.55352572	0.39194627	0.5667353	0.39563633	0.39839522	0.54905963	0.43149425	0.70545605	0.61657763	0.48057177	0.57017085	0.43088465	0.40143458	0.45283895	0.5310736	0.44129547	0.3814989	0.50935101	0.39637368	0.60521455	0.46432252	0.5644101	0.41247557	0.51460182	0.40726544	0.55556521	0.54872474	0.58662043	0.62844729	0.55750578	0.78908236	0.75737803	0.58487098	0.4206276	0.7466712
EM047.T3.441645	0.39418415	0.55102351	0.3893736	0.40543703	0.29581503	0.4031062	0.34343164	0.45414758	0.46451901	0.5197968	0.53640991	0.5407294	0.44573875	0.49605423	0.51486922	0.0	0.41784655	0.40451106	0.53381732	0.38871214	0.45378535	0.68018072	0.48202116	0.4597025	0.50077044	0.46706884	0.41503956	0.45187995	0.30177643	0.73255288	0.40324639	0.35867562	0.39600485	0.43716857	0.36335625	0.41775305	0.40972983	0.44991119	0.44075238	0.40358118	0.31607364	0.30816626	0.46017726	0.39992137	0.43318704	0.4676994	0.46030359	0.3204827	0.48740861	0.43657012	0.4820412	0.59812052	0.45451341	0.39577202	0.55159735	0.40391371	0.55053307	0.44914706	0.42030327	0.42415565	0.38428337	0.44235516	0.59739585	0.7064774	0.60106533	0.45823234	0.48109273	0.38336193	0.44054942	0.43062869	0.41723604	0.34112174	0.52034665	0.44312685	0.54713932	0.43601521	0.39200968	0.56421481	0.46604237	0.44346216	0.43979484	0.47257324	0.41866688	0.55782126	0.35209693	0.44888767	0.47790047	0.3846179	0.46707684	0.55577803	0.52207806	0.4659785	0.33961697	0.41747582	0.30608359	0.51157095	0.66738651	0.40833115	0.46716856	0.50796354	0.39502913	0.51695803	0.40991721	0.54323138	0.40819343	0.53348687	0.44009718	0.6141292	0.52902209	0.34228763	0.56475426	0.32171501	0.50879228	0.34086883	0.51313813	0.45886239	0.55960583	0.34144395	0.41986627	0.41574967	0.44067227	0.53967357	0.42779107	0.40342941	0.41121475	0.46880068	0.37913473	0.4279649	0.42088636	0.4478161	0.71712386	0.35389905	0.35744874	0.39497653	0.44897202	0.29632547	0.33650134	0.39454797	0.34990505	0.53032415	0.47372569	0.36862849	0.41685263	0.40000471	0.39822042	0.36962761	0.38575832	0.39955237	0.41293782	0.39771865	0.5000519	0.42497371	0.61486254	0.4201325	0.53484245	0.34219594	0.55312122	0.40925337	0.382131	0.41895329	0.42205657	0.3956481	0.567248	0.53168665	0.39581168	0.34526286	0.50637048
EM049.441600	0.33408498	0.41791848	0.25560251	0.36666214	0.2817071	0.22566531	0.33237131	0.34616019	0.29322312	0.42418935	0.37279712	0.32794311	0.34559736	0.55612662	0.58310485	0.41784655	0.0	0.14673435	0.46328353	0.35499409	0.32279338	0.62658409	0.39700649	0.38544041	0.31301449	0.29319603	0.42341345	0.5037444	0.269769	0.69182963	0.21732792	0.32307441	0.42823412	0.3601323	0.25864556	0.2354524	0.3368489	0.34128074	0.31714843	0.26723335	0.36766641	0.34383937	0.49712539	0.40469932	0.37747873	0.49527621	0.4584327	0.22705609	0.3498675	0.33270173	0.38965569	0.50493275	0.38737084	0.31606087	0.47663132	0.29727996	0.44994782	0.42338803	0.39426176	0.2800825	0.3130156	0.28041777	0.48130842	0.61611285	0.51059814	0.38747607	0.4039263	0.26147946	0.29184303	0.32266108	0.34307299	0.29776761	0.45185046	0.2917131	0.37179961	0.29902166	0.27125325	0.32806512	0.4116621	0.22354759	0.33181445	0.29537549	0.24045017	0.47238079	0.38230176	0.30409544	0.43317592	0.31398121	0.24653383	0.45464398	0.39513011	0.35798843	0.2709918	0.27975283	0.2974313	0.5454704	0.61384766	0.33124346	0.27679637	0.45707545	0.40764836	0.5629696	0.25670798	0.48677071	0.41266622	0.37010074	0.40069123	0.54323231	0.36478462	0.40279958	0.38768731	0.31609464	0.41781307	0.29097798	0.4518139	0.36397752	0.51265482	0.31229974	0.33606976	0.36940912	0.44323114	0.46884156	0.28333684	0.41104878	0.38536116	0.38678841	0.31063678	0.39992333	0.19140569	0.25282557	0.64198155	0.33844872	0.24779427	0.3340583	0.30245845	0.31384954	0.32857289	0.30036522	0.31157718	0.36856712	0.24738498	0.30618948	0.25353666	0.3203754	0.34409523	0.34807756	0.31927539	0.32250836	0.36868863	0.30335924	0.50527139	0.33337432	0.51794627	0.27943299	0.49751806	0.30290263	0.46366807	0.2346113	0.16278751	0.21787212	0.39504332	0.21489337	0.37607179	0.32097834	0.28907475	0.39330591	0.36965733
EM049.T3.441671	0.27426205	0.45404041	0.20336234	0.33503059	0.26415325	0.19393686	0.27428176	0.3638394	0.25370917	0.3677812	0.41383271	0.32668856	0.37749037	0.52538107	0.54331654	0.40451106	0.14673435	0.0	0.39329308	0.32571406	0.28908699	0.55813138	0.32219744	0.30425822	0.3594017	0.33529132	0.38533984	0.47248041	0.24364169	0.73059788	0.21682395	0.27377512	0.39913355	0.29560801	0.23672417	0.21861917	0.32108563	0.38709069	0.34571914	0.29356746	0.35269116	0.3327455	0.46605362	0.38670877	0.34844884	0.46691804	0.40387401	0.21303032	0.37981249	0.2688705	0.42592172	0.54402096	0.32992133	0.25942768	0.51387545	0.34030993	0.37838409	0.3973979	0.37260857	0.27447221	0.25066015	0.22539594	0.53712665	0.55158254	0.45495595	0.34513708	0.36645431	0.19623059	0.32599814	0.29494379	0.32454588	0.24566	0.41376757	0.30487943	0.41601742	0.23486129	0.212939	0.37656761	0.41156011	0.25097356	0.30573984	0.25681678	0.1985649	0.50455542	0.35736927	0.26061225	0.35964423	0.25629908	0.25236942	0.48200055	0.43490596	0.36231486	0.21324445	0.2564672	0.27753727	0.51965609	0.64900893	0.30159349	0.29406326	0.42565164	0.38080001	0.53047615	0.27777417	0.46163442	0.37040153	0.40097403	0.34228076	0.59588702	0.38923935	0.37251323	0.4317958	0.28365985	0.34845574	0.24629765	0.41308169	0.30896473	0.45169463	0.26236731	0.31755799	0.30391445	0.36360419	0.40188679	0.28155387	0.36041101	0.35553651	0.2987053	0.26614151	0.36315834	0.19999242	0.25755618	0.57208702	0.30929267	0.24749018	0.27946765	0.27411992	0.29037711	0.31193568	0.30044213	0.26595145	0.40492403	0.25683849	0.27681891	0.27639001	0.26499627	0.29767178	0.31505485	0.2942367	0.25685899	0.32086052	0.26733777	0.47048952	0.32930641	0.44441532	0.2646816	0.45306241	0.28298292	0.42399522	0.22252765	0.2010262	0.27136399	0.37458963	0.2052317	0.42546518	0.38766995	0.3076988	0.369088	0.4008266
EM050.441672	0.36603561	0.67099103	0.31915206	0.29782473	0.38664011	0.39280494	0.32072626	0.57304324	0.37691993	0.25148338	0.60290401	0.49006636	0.56298949	0.48280479	0.46809596	0.53381732	0.46328353	0.39329308	0.0	0.46815802	0.33658379	0.3252157	0.19825884	0.23544818	0.59111806	0.54070052	0.45046776	0.49105811	0.43298953	0.91825584	0.42926899	0.29902786	0.29092889	0.28691307	0.47299377	0.34724181	0.44626741	0.61674837	0.5698169	0.53213334	0.43881818	0.42346074	0.47635154	0.50743717	0.31237182	0.42641926	0.35352425	0.41503076	0.58487215	0.25394234	0.64721142	0.75329256	0.23714223	0.26989886	0.71699607	0.56659341	0.14501605	0.4287064	0.41427659	0.48629545	0.36129409	0.34797298	0.74146049	0.32544926	0.24527753	0.2983417	0.28416227	0.32721221	0.56928308	0.46713907	0.48180986	0.41446028	0.34072015	0.47767707	0.61737738	0.30672985	0.3175441	0.58907667	0.56660869	0.44806712	0.36526564	0.36430298	0.34304974	0.69957358	0.47838377	0.38616147	0.25279153	0.34880892	0.37889438	0.70394721	0.65441908	0.53764802	0.37391107	0.4727108	0.44573041	0.47992177	0.84215271	0.46558227	0.52208254	0.392613	0.34271641	0.42167647	0.48077651	0.3407586	0.33438409	0.56497687	0.22960038	0.81615002	0.48817757	0.43615541	0.6622867	0.39093937	0.20656708	0.37089599	0.31827333	0.24421007	0.31322317	0.34872225	0.39301763	0.30644561	0.30513693	0.32277913	0.47904677	0.31564379	0.29348149	0.32402278	0.39345013	0.40388534	0.43640798	0.47134006	0.35833296	0.32416033	0.47815762	0.26091695	0.4446278	0.37896511	0.34798828	0.50699959	0.33691719	0.61987799	0.46892787	0.38771167	0.46470759	0.29764723	0.31405316	0.37931909	0.48311512	0.27230959	0.29750664	0.30621679	0.32010072	0.52059409	0.23655824	0.44669586	0.32129025	0.50113318	0.296575	0.41488785	0.41896106	0.49845271	0.52507039	0.39104652	0.68417826	0.66157809	0.53415224	0.39621882	0.65187444
EM052.441625	0.32090065	0.46377641	0.28899172	0.35137881	0.27043871	0.32273292	0.34578354	0.30718238	0.32272897	0.35787784	0.43835291	0.42165616	0.27760753	0.35747867	0.56139892	0.38871214	0.35499409	0.32571406	0.46815802	0.0	0.37627171	0.61940064	0.37811682	0.3728037	0.40015512	0.37575598	0.23500852	0.29946769	0.26258621	0.7324967	0.32517255	0.31993556	0.40741911	0.35221167	0.29851077	0.34930105	0.19714045	0.43142617	0.37689604	0.30680704	0.30976786	0.30198066	0.29636946	0.20820431	0.34571546	0.47489044	0.46499743	0.2834772	0.32107547	0.33056582	0.42232754	0.51988082	0.40844729	0.34208314	0.43232681	0.38206991	0.46486835	0.25834966	0.25305669	0.34729307	0.33181631	0.32724426	0.54770261	0.62020472	0.53387661	0.39014552	0.41058823	0.29947893	0.3774333	0.27301559	0.2531197	0.2697915	0.35038557	0.30391053	0.44177642	0.33478619	0.31509066	0.48033071	0.26447299	0.32226798	0.2534948	0.36762362	0.31718692	0.49177724	0.23577135	0.35792517	0.42315227	0.3182074	0.35827682	0.49857147	0.44545814	0.3153112	0.28182977	0.3184222	0.30693671	0.31092475	0.62976263	0.29083291	0.30872124	0.33320904	0.39035009	0.51072269	0.37077653	0.46962992	0.40115895	0.43735207	0.40378238	0.60038208	0.41887465	0.36408281	0.49111526	0.28840923	0.42660576	0.26732167	0.33807797	0.39062227	0.51067561	0.31361407	0.21366363	0.37573079	0.43854969	0.47276657	0.34625085	0.39213627	0.38260645	0.37637022	0.30430415	0.25678748	0.34075498	0.3496654	0.64108476	0.34359241	0.3224115	0.34628897	0.2845643	0.29943557	0.34825406	0.30333713	0.32508451	0.42321653	0.37393847	0.26450889	0.34250411	0.33651633	0.33333852	0.31702467	0.30208342	0.33914365	0.35774282	0.30791199	0.440533	0.27007013	0.52293272	0.36981528	0.43863865	0.33164112	0.490327	0.32043159	0.32829072	0.35475557	0.22837495	0.32976326	0.48728838	0.45749125	0.35272402	0.30765792	0.46226026
EM053.441738	0.29517906	0.50801588	0.20514485	0.32318956	0.35377354	0.24498957	0.35649711	0.43747185	0.2467218	0.30778413	0.49193382	0.35975371	0.41333562	0.56033834	0.61302797	0.45378535	0.32279338	0.28908699	0.33658379	0.37627171	0.0	0.47465533	0.28402601	0.32022437	0.42479457	0.38010137	0.42677767	0.50870016	0.33338824	0.77672409	0.30568086	0.38309407	0.47762264	0.32819354	0.38447684	0.17633712	0.34489056	0.45981968	0.40785053	0.41511077	0.42835533	0.39307385	0.49194519	0.40373802	0.33380793	0.54193919	0.4843851	0.31656555	0.47232216	0.25164197	0.52111735	0.61354137	0.29509758	0.23687015	0.54013124	0.43981394	0.31784148	0.41826911	0.40738582	0.31921328	0.3125298	0.27149249	0.5844654	0.49299239	0.39443122	0.22144609	0.24606566	0.27576134	0.40661139	0.33253508	0.34265217	0.37178017	0.41383002	0.28614602	0.45381527	0.19346502	0.22635639	0.4144396	0.4460216	0.28023943	0.35320899	0.33375583	0.25148495	0.58014593	0.42578092	0.27194932	0.39637986	0.32721703	0.24402709	0.5856635	0.51853195	0.40993331	0.31417516	0.36303777	0.3870943	0.5500236	0.70418476	0.37831026	0.39289513	0.46512449	0.43606392	0.56380396	0.3573519	0.43259935	0.43643488	0.4729115	0.38659253	0.63156685	0.33621046	0.4047803	0.50623033	0.34713982	0.28465931	0.32443426	0.39801088	0.2743358	0.40607478	0.35386446	0.37496898	0.37705268	0.43678382	0.49754618	0.36403958	0.43534762	0.3162022	0.27288229	0.3142354	0.42299003	0.28124443	0.38715247	0.50238327	0.35106064	0.32932143	0.34902364	0.32801055	0.34154968	0.36175495	0.38091826	0.37208774	0.46567964	0.34312168	0.3533037	0.37832828	0.33677312	0.38148969	0.39410896	0.37176095	0.31656894	0.37216767	0.2395925	0.41081481	0.39718244	0.38366557	0.36697099	0.41450302	0.40418079	0.38786235	0.33745752	0.33482943	0.31129714	0.41327704	0.20914563	0.55047623	0.49486094	0.43956577	0.46222277	0.51985657
EM053.T3.441688	0.52000073	0.84245653	0.4628348	0.39904221	0.53773055	0.53340004	0.46374804	0.73444822	0.53669427	0.39515788	0.77349999	0.68875972	0.73365601	0.62243329	0.37014894	0.68018072	0.62658409	0.55813138	0.3252157	0.61940064	0.47465533	0.0	0.3126617	0.3541705	0.75906758	0.71746646	0.59659632	0.64789191	0.58684959	1.09952888	0.59038377	0.46324764	0.49022231	0.40444239	0.65431663	0.51059309	0.61354381	0.76841759	0.71173606	0.687329	0.59868108	0.57982164	0.62623668	0.67691601	0.45870342	0.4007028	0.36502191	0.57324524	0.75895219	0.39661806	0.80582394	0.93044946	0.37904861	0.41521726	0.89423845	0.71005979	0.27481611	0.58803188	0.58976899	0.64155185	0.53593979	0.50589274	0.94082589	0.14521544	0.26098843	0.40313482	0.38443285	0.46978389	0.70594878	0.64393553	0.65971292	0.59128146	0.40343717	0.65329923	0.8053234	0.48389487	0.47352756	0.75622307	0.75922357	0.61596508	0.52160242	0.52574654	0.52475696	0.87985668	0.65307857	0.55385937	0.34810993	0.48230734	0.56941624	0.86336653	0.82719404	0.68708494	0.51741413	0.60555932	0.60269159	0.61085421	1.00534401	0.60512459	0.68502106	0.43069802	0.46873053	0.53950443	0.62096973	0.25903734	0.43469819	0.69564567	0.39036274	0.97412284	0.67612339	0.58512221	0.84523968	0.51122875	0.29946638	0.52801273	0.41158959	0.39854579	0.19716425	0.48116005	0.57349417	0.46420499	0.35591631	0.34738689	0.64559227	0.41501035	0.44902193	0.42937734	0.52487999	0.58441996	0.59669658	0.63099502	0.16243128	0.45969951	0.61683978	0.45008417	0.6076542	0.54230135	0.55197628	0.66427103	0.49121499	0.76324059	0.63853471	0.60966435	0.65012445	0.45730001	0.4913109	0.58277319	0.64255622	0.42334939	0.4469205	0.46286269	0.3798747	0.68446151	0.19823998	0.6503312	0.29950189	0.6501114	0.24433756	0.60493703	0.6325286	0.64610037	0.69840659	0.53559272	0.87180446	0.84337993	0.6706398	0.59541716	0.82355302
EM054.441707	0.29652167	0.61755469	0.24225506	0.22585563	0.32044901	0.31212824	0.26867126	0.49902776	0.30928981	0.21962908	0.55640825	0.4502416	0.49642637	0.46499403	0.50429172	0.48202116	0.39700649	0.32219744	0.19825884	0.37811682	0.28402601	0.3126617	0.0	0.11908636	0.50540104	0.47994538	0.39017148	0.44640493	0.36957173	0.8775035	0.37358175	0.25842204	0.38573433	0.20576863	0.43218557	0.28607159	0.38606423	0.55293295	0.49753632	0.4581044	0.38648194	0.3767517	0.41890976	0.45526365	0.254771	0.43709432	0.36330573	0.36018216	0.52516751	0.17456046	0.59089026	0.69849916	0.20570023	0.1882846	0.67931095	0.48770911	0.16268495	0.38567802	0.38066605	0.42192343	0.33428369	0.29652838	0.70443465	0.3525945	0.27862371	0.25832666	0.24201683	0.24584421	0.48226226	0.40573269	0.42974044	0.36906344	0.32530275	0.43169147	0.55966946	0.27118635	0.26536512	0.52376347	0.53613583	0.37950512	0.29853398	0.32953466	0.29304304	0.65705192	0.43485465	0.35352037	0.27141181	0.28912426	0.35017028	0.64458829	0.60006866	0.45965394	0.31594739	0.38758032	0.39833245	0.46068167	0.77755773	0.39700855	0.44650924	0.37244356	0.34019619	0.51659521	0.41252167	0.34366278	0.32931997	0.51471897	0.28467866	0.7366423	0.45271763	0.37860247	0.62555568	0.30123607	0.19912706	0.31256437	0.30063757	0.16344699	0.31438151	0.28091845	0.35909693	0.27185029	0.31753817	0.38260799	0.43128191	0.32357659	0.25909181	0.23095712	0.34171083	0.38377948	0.37858814	0.40578538	0.4075907	0.25558071	0.39377338	0.25521861	0.38136244	0.33647521	0.35325984	0.44566109	0.30879943	0.54124661	0.41234977	0.39531423	0.44199501	0.25971419	0.27750524	0.38858195	0.41933834	0.23411007	0.27164446	0.24610363	0.3293628	0.46284035	0.23898826	0.43653334	0.31487225	0.4447876	0.30098124	0.38128189	0.42022932	0.43168653	0.46569505	0.33638192	0.6399347	0.60910703	0.46891728	0.38818916	0.58713228
EM054.T3.441749	0.26020943	0.60553065	0.2408381	0.22235341	0.28347971	0.2948128	0.22643578	0.47766866	0.29794377	0.22902834	0.54155331	0.4440773	0.48570487	0.44281875	0.45882262	0.4597025	0.38544041	0.30425822	0.23544818	0.3728037	0.32022437	0.3541705	0.11908636	0.0	0.49051616	0.46057364	0.38240352	0.42660199	0.33774483	0.866852	0.34242771	0.21379202	0.34295995	0.17809023	0.39300291	0.28543767	0.38605433	0.53180719	0.48189174	0.43390834	0.35379484	0.34540512	0.40398794	0.45097515	0.26739462	0.39374594	0.32459277	0.32191822	0.50991027	0.18709952	0.56445066	0.68522376	0.20902801	0.1889417	0.67146465	0.45189923	0.21923973	0.37151866	0.37079591	0.41633709	0.30279277	0.27299138	0.69643559	0.38096024	0.29953681	0.29910414	0.28353179	0.22401085	0.46702334	0.39378493	0.41626518	0.33391952	0.29810061	0.43652583	0.56557652	0.26447995	0.2496229	0.51469093	0.52546239	0.37853202	0.29371384	0.29918614	0.27807002	0.63288652	0.40898495	0.33237211	0.22188817	0.27171754	0.3588634	0.61990945	0.58262786	0.43985838	0.28235747	0.35300828	0.36076293	0.43379135	0.76136003	0.36807109	0.43530114	0.3564862	0.31297811	0.49163449	0.38241923	0.35213748	0.29489103	0.49302439	0.251643	0.70018468	0.46063849	0.35992061	0.61430828	0.26768359	0.22361126	0.29700893	0.30199965	0.16822181	0.31429145	0.24203949	0.33843513	0.24565299	0.25578479	0.33894667	0.41292399	0.26828109	0.26685629	0.26196374	0.30542225	0.36720936	0.36394228	0.37306154	0.41892206	0.21807619	0.37305704	0.21725927	0.36627256	0.31314705	0.3265368	0.42128359	0.26130125	0.52243317	0.40316539	0.37516215	0.41550045	0.22189007	0.24734458	0.34909473	0.39142926	0.18906669	0.2297822	0.24829001	0.34335618	0.43987133	0.27841258	0.4126155	0.32912689	0.41294884	0.30800818	0.35670705	0.40901352	0.41253719	0.45433027	0.33049422	0.61799546	0.60133487	0.43330484	0.35247416	0.56917338
